seriesuid,coordX,coordY,coordZ,diameter_mm,probability
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,-71.6192637,81.79291143,-114.5499956,19.01791612,0.711941313
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,95.62506098,-65.5748664,-178.4903776,18.96412489,0.703917065
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,-75.4439364,77.68650426,-118.2764208,19.26469181,0.694780344
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,131.9934883,-34.41646205,-198.7301504,19.19016437,0.693130595
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,68.0832519,-14.00895701,-101.749531,19.26590571,0.596700559
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,-39.63768583,-65.723487,-194.9212038,19.15845437,0.55625301
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,-95.79753976,61.99045552,-222.2331536,19.26743707,0.428649099
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,-67.90382486,85.5003394,-114.0995943,19.19908183,0.377801884
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,31.59117121,-49.91221057,-121.9822657,19.26514136,0.367851157
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,-63.71720891,89.51652898,-110.1470721,19.16804801,0.361672168
1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,99.60178752,-10.19382106,-130.3471815,19.27224902,0.344460161
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-79.53197803,120.4678615,-68.67904025,19.10554759,0.999912183
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,71.46128331,-22.23004614,-73.42688921,19.03775221,0.993063182
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-52.79172744,-23.37041412,-7.92603229,19.10645066,0.990759634
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-36.21703829,-42.69418512,-176.9536249,19.00519918,0.981586148
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-44.27120771,93.80809869,-56.83285916,19.10182656,0.979424627
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,116.1750165,-45.92953001,-164.8110418,19.04735196,0.972996907
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-56.91708292,29.09799303,34.79177192,19.11621238,0.966300057
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,0.095812424,64.6456417,-4.046007964,19.02159557,0.93484164
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,51.83942233,-15.59097801,-4.205939162,19.1187647,0.877792844
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,96.02810775,-38.59494363,-184.8576211,19.06428597,0.872146341
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,28.24928676,105.8430418,-48.95039686,19.14188653,0.865504892
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-124.2557266,104.9100408,-208.0036089,19.04151055,0.75654046
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-68.62934555,80.97297753,15.80499185,19.15129308,0.551757851
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-76.54679741,-27.2003511,-136.4428044,19.24317343,0.526498273
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-121.0336694,105.1333293,-204.7344417,19.13499161,0.49396727
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-88.78165092,69.04959287,11.28686398,19.24101293,0.4215826
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-80.40719356,56.86631288,23.71951669,19.17695119,0.373018588
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-55.5636939,-26.35324512,-8.542544648,19.24336914,0.32380689
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,-147.9531398,17.1835884,-208.7707446,19.1451037,0.31662855
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-10.67981334,-83.04899449,-147.5988849,18.98019326,0.993751627
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,140.8579629,-50.58115842,-242.8181632,19.08983477,0.92473747
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-115.79674,56.94535401,-211.4017089,19.03064326,0.837483945
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-59.04145555,88.12258773,-263.051165,19.09768181,0.506245139
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,141.1312643,-47.34093781,-246.4809259,19.00184328,0.423214381
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-122.8695994,-66.67556324,-230.7578166,19.09955485,0.419624812
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-75.29589754,-79.14010145,-219.026192,19.04779871,0.408476092
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-107.1459379,-63.40294813,-186.7976268,19.11585475,0.388385684
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,92.88310927,-39.35133014,-174.6336635,19.02268899,0.374276871
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-139.5792668,0.903812616,-238.5607131,19.11869234,0.36297146
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-34.93849475,4.42736608,-50.25042376,19.06493156,0.346446335
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-127.6487312,40.64624671,-234.6961959,19.13456948,0.340550093
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,-11.30752908,-91.39009825,-162.6352962,19.03830441,0.30628472
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,-36.83668999,50.481359,-55.41173553,4.804139838,0.999979162
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,91.06222716,-41.14994897,-78.61192322,5.306703666,0.991664111
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,50.93324768,74.48401539,-156.3871727,9.896345396,0.98990005
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,-14.17953537,-33.83641066,-150.8760986,4.923866471,0.976598845
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,-97.7424786,27.47716671,-31.64584732,5.081680436,0.960070887
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,89.78377401,-49.68431529,-120.0877247,5.11516737,0.923092653
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,110.5941987,18.24322297,-62.88711166,8.81376715,0.843723028
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,113.8033724,2.367747037,-195.3820667,5.165576824,0.82394967
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,-109.2371879,38.27881401,-115.5807171,8.872973048,0.809862606
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,-77.42291127,74.8919612,-115.3759155,5.314377055,0.746013374
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,-41.43533166,-46.31472945,-183.8666592,8.862914086,0.718161067
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,-70.25022877,86.17126786,-136.0475597,5.22393246,0.71694733
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,78.42089217,70.94266876,-195.9610138,4.720050837,0.617222542
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,50.4658427,77.78936952,-7.599998474,4.872348544,0.608605742
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,102.5445948,-29.79104931,-139.0996132,7.936384004,0.589966832
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,-65.01903803,-18.16232378,-47.21896744,5.136012677,0.581936564
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,62.73568963,73.87355578,-196.0346375,4.99288332,0.57954655
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,110.1601913,-25.75735078,-87.55158997,5.036765364,0.505441249
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,93.8758171,-38.26782089,-79.36353302,8.469928377,0.422491201
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,-98.16801493,62.39593031,-91.16521454,5.443287571,0.332239783
1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,62.39078998,70.65984254,-199.1349564,9.55072759,0.325213232
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-88.87422559,131.8834183,-270.1390879,5.152882611,0.999915458
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,46.14319855,230.7012877,-310.3000481,19.14538085,0.998061044
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-129.5648363,119.66005,-225.5195864,19.03389988,0.992049912
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,37.8875953,183.7455109,-371.0676647,19.14495178,0.963554516
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-117.6192917,92.26845139,-253.55773,19.086167,0.946201146
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,41.41814715,187.7150506,-374.0021203,19.15581983,0.936594762
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-38.32806703,68.34252515,-334.7603036,19.05723144,0.881292928
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,105.6069915,163.8818891,-278.1018555,19.15610385,0.857257262
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-86.27173319,99.64587304,-254.3329832,19.10445211,0.725020509
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-41.66224506,68.33520085,-338.0766256,19.17494441,0.716407229
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-10.61428708,172.6864331,-179.0015255,19.07640754,0.685823447
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-69.77764615,100.2523689,-190.2289412,19.17633382,0.665858006
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-1.749305308,159.7074649,-145.764591,19.1174994,0.665026682
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,14.20276332,123.4549731,-158.3191549,19.19415487,0.50379912
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-13.54357892,172.380577,-181.9270012,19.08810248,0.445987175
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,81.85619175,219.5399049,-318.1896193,19.19746063,0.437784653
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,98.07124913,203.3720486,-334.8426858,19.26109162,0.421603259
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-42.23956135,67.59622031,-322.2001702,19.19657829,0.333312142
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-127.0041718,116.8360733,-226.2176759,19.26621102,0.328405288
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,101.2751388,203.7657375,-338.0400274,19.16272839,0.309912979
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-86.67702138,95.99549472,-257.8315485,19.26584987,0.308991631
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-70.26653147,144.0095605,-266.2396896,19.20043407,0.301375369
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,-34.54078314,6.606507811,-84.98894502,19.40459213,0.99982048
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,120.7689032,-19.16192134,-256.32057,19.29257476,0.999752337
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,-90.99365147,-49.82348953,-212.4853211,19.39203533,0.955537855
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,-71.04424434,-74.38506335,-275.3960018,19.39875476,0.930148214
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,-26.43210228,-45.41331951,-311.721199,19.27934264,0.895516897
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,69.81156829,-22.65684732,-203.5868912,19.39906797,0.857104932
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,-58.48005592,-9.885651045,-215.9778671,19.29719702,0.71697178
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,-58.92297481,53.39773189,-299.8790627,19.37001089,0.471667426
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,89.93210093,-5.955135546,-319.7144346,19.28552398,0.401257892
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,-106.2361675,-45.62098829,-176.2962799,19.43636936,0.320899494
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,13.54646698,-66.44218114,-203.7717323,19.45451874,0.300252497
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,66.83557897,-62.22776413,-88.23049207,18.99362409,0.998691808
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,-93.78639967,45.89641571,-280.6096663,18.95268016,0.996931885
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,85.59327512,17.17854023,-256.4184727,18.99822964,0.992773393
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,74.5304504,-77.95882344,-109.1871037,18.96323844,0.992521879
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,93.81639152,-10.37908673,-253.0078091,18.99337064,0.980440525
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,73.69452386,-30.88344812,-156.5499653,18.95745997,0.952858657
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,50.3759995,5.537409782,-272.55057,19.01007537,0.948940696
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,81.69632583,21.0249567,-256.9274487,18.97768631,0.948501262
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,-77.98235745,-33.86024952,-253.2595791,19.00865764,0.910873787
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,54.32901769,-5.793946981,-265.3161873,18.97461066,0.842761564
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,77.52289443,-78.36547852,-112.0984234,19.02432618,0.759730345
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,137.5630703,-62.99641013,-277.053224,18.99199647,0.465452428
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,-33.4632668,61.073277,-296.6515603,19.01829742,0.428161381
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,86.4147821,-6.651427746,-256.9231762,19.03367766,0.406526044
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,65.68443923,-42.90225506,-128.8110127,19.13770186,0.378638039
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,-34.27388401,69.48459864,-300.3124775,19.02130164,0.372670169
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,-65.57136864,-110.6887257,-248.6725964,19.15350488,0.372383753
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,-30.53011031,57.80523062,-296.6966691,19.03209751,0.358691807
1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,89.41990762,-26.46280289,-192.9678311,19.13654594,0.355905503
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,-108.567305,248.2044474,-743.6883702,19.22023356,0.999801481
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,-71.92504451,202.0218898,-773.3341374,19.14181807,0.999644919
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,36.44198006,280.7880663,-772.7889332,19.19994712,0.675022713
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,-120.4030329,244.224376,-800.949387,19.10266014,0.649224398
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,104.0981492,256.5621272,-752.3805851,19.23020887,0.643356846
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,-115.7951984,272.5909399,-824.7433018,19.14844153,0.603074913
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,-83.67983365,248.8153859,-688.8963169,19.22858089,0.545812757
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,-48.18371049,133.0095319,-788.736855,19.15133931,0.520823515
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,-64.37765378,129.2277267,-857.3161396,19.26640251,0.518794694
1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,152.0361104,196.6632005,-828.897263,19.16881236,0.392022884
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-88.06056309,-239.0504459,-153.8313293,19.22529426,0.999878594
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-89.08297676,-259.1465744,-215.1815796,19.15567582,0.998845012
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,54.10330606,-94.65618253,-254.3294144,19.22798707,0.996132827
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-53.0706017,-209.6299267,-88.1937561,19.12619755,0.99470959
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-61.95036042,-77.94348359,-172.3761292,19.22656355,0.988611678
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-104.968987,-122.2761607,-195.0881958,19.16587352,0.987425813
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-53.81190646,-238.3050981,-239.6272583,19.23437164,0.982538505
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-113.1119602,-126.7390668,-218.8152466,19.13368603,0.978213794
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-105.7877417,-191.0247773,-155.4156799,19.2267058,0.975938683
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-56.55955422,-266.1110789,-198.8659363,19.16102861,0.975552989
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-48.84982872,-262.4476448,-175.6748047,19.0974974,0.962734535
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-81.43444824,-253.2790002,-147.5535431,19.1822912,0.959647924
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,79.38204241,-269.7194818,-220.0988007,19.09181329,0.940263638
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,42.51794052,-134.7791719,-86.79971313,19.19677595,0.933694843
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-25.62918353,-85.80194831,-282.9585953,19.11684505,0.911349499
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-65.53525019,-110.7844424,-131.2383118,19.17954506,0.902699791
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-90.00292766,-254.8762065,-171.8039246,19.21375777,0.886466242
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-81.0431807,-94.20229435,-243.3401642,19.39882356,0.883318182
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,87.0776732,-233.4601605,-215.8951721,19.26013603,0.873075153
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,58.56373978,-214.6481401,-79.12567139,19.40213942,0.865226691
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-56.72801185,-254.67006,-167.366684,19.29467263,0.780142933
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,46.86640692,-222.9239541,-91.65753174,19.38880166,0.772352183
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-49.1987716,-82.53653526,-263.3371124,19.25373646,0.74699505
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,26.84995246,-110.6888497,-151.3141479,19.4056545,0.73818931
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-57.38724101,-241.6103533,-239.4814606,19.29624266,0.73618418
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,126.6353745,-118.3607697,-243.1494446,19.39538804,0.71878777
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,34.68916488,-109.6246433,-279.254364,19.25321473,0.698797469
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,118.5983295,-121.6495895,-219.4480286,19.40172556,0.692722974
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,110.7935889,-213.9281851,-123.0688477,19.29157694,0.650074236
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,82.37042499,-266.6240767,-223.0455933,19.4086197,0.649075429
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-57.04802561,-238.1851968,-242.8999939,19.24208311,0.623969624
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,27.29847026,-150.3276944,-74.95141602,19.14745487,0.603806158
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-93.87265015,-198.4517777,-159.0503845,19.23166991,0.547398908
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-117.4716486,-206.6800386,-147.2203369,19.15016531,0.432230006
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,-72.91668344,-218.0696285,-135.386673,19.25569797,0.426586864
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,106.4713056,-230.1172215,-187.2471008,19.17425782,0.340959646
1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,50.92752767,-97.47968435,-251.7540359,19.25676926,0.339845458
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,-33.67587228,16.2479334,-150.9075241,19.276791,0.952955899
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,-49.78500492,-7.714058885,-203.6128693,19.20652257,0.917239281
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,-45.40403901,-22.89446072,-266.849411,19.28206542,0.803144243
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,97.94437253,88.93954686,-255.3093891,19.17529143,0.723803963
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,-25.61874211,-15.51409881,-251.0438709,19.27990299,0.507702164
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,78.23375786,104.5602257,-262.9466085,19.21524534,0.498691772
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,94.04908357,-6.973040106,-271.0783081,19.28259339,0.468105561
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,-53.77704432,16.71539158,-170.9117012,19.18412951,0.468080825
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,118.1450425,80.97838843,-263.0894451,19.28461057,0.43182732
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,-49.86122987,-10.52246643,-206.6757183,19.21948406,0.400290261
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,85.53730712,12.70431063,-202.8679924,19.28366905,0.386167851
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,49.75891934,60.66473272,-246.7839222,19.18545826,0.345639852
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,-57.93750443,100.5931195,-243.0082874,19.28608998,0.326519961
1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,-37.74300531,-22.66151034,-263.0011826,19.2215502,0.321172567
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-55.02905489,4.244147112,-152.7571564,19.01256917,0.999554368
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-74.38271725,-47.42858465,-73.22230148,18.97741879,0.998581692
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-47.27107237,59.75620376,-200.8017616,19.00702647,0.989982557
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,53.43588971,-20.36738326,-51.83586884,18.97241613,0.983946421
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-98.63533124,75.73210963,-211.6040688,19.02492377,0.982728458
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,120.828351,-75.85112249,-212.1131973,18.99272097,0.982081213
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-14.80345474,31.2019102,-52.12769318,19.02094238,0.971192817
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-58.96320738,-36.06330412,-60.93710709,18.98987746,0.93009244
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,124.2864629,-72.94621739,-208.899868,19.03669622,0.89995416
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-11.3422746,28.57785888,-52.48949814,19.07138077,0.86246765
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-51.03706889,11.74651408,-84.86450958,19.03552286,0.690006195
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-18.85840988,63.4556571,-108.2746773,19.07433269,0.582507777
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-79.09025963,-52.84196202,-144.5460396,19.03556768,0.577145928
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-75.17740844,-17.21604515,-144.634407,19.08039756,0.570604231
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,52.55221035,-28.53710653,-104.4049149,19.03747633,0.4989444
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,65.30468142,11.64842035,-176.6963844,19.08284201,0.483464109
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-50.67062501,59.69455427,-204.3840389,19.04602824,0.430350192
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,-77.68340637,-44.98359838,-72.64612961,19.09474576,0.391067469
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,129.1654604,47.4477278,-164.2772655,19.05158217,0.339615907
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,73.43000957,47.64521291,-188.2323627,19.09446265,0.320335141
1.3.6.1.4.1.14519.5.2.1.6279.6001.707218743153927597786179232739,71.49343862,-33.39009375,-216.9097273,19.12707025,0.998796884
1.3.6.1.4.1.14519.5.2.1.6279.6001.707218743153927597786179232739,-63.96461402,-5.959396549,-137.2798197,19.05432901,0.98326994
